Policy_Id,Policy_Year,Make,Body_Style,Model_Year,Model_Color,Miles_Driven,Driver_Hair_Color,Years_Customer,Accident_Reported
2316,2019,Toyota,sedan,2000,Blue,6360,Brown,12,0
2317,2020,Subaru,sedan,2023,White,2154,Black,6,0
2318,2014,Toyota,truck,2014,White,5855,Brown,4,0
2319,2021,Toyota,sedan,2001,White,24078,Brown,16,0
2320,2011,Subaru,truck,2002,Red,17651,Black,11,1
2321,2002,Honda,suv,2001,White,1415,Black,1,0
2322,2000,Honda,truck,2020,Red,15421,Brown,8,0
2323,2018,Toyota,truck,2011,Blue,8519,Brown,1,0
2324,2000,Subaru,suv,2013,White,18728,Brown,16,0
2325,2009,Honda,suv,2011,White,21385,Brown,7,0
2326,2016,Toyota,truck,2002,Blue,18290,Black,10,0
2327,2018,Toyota,truck,2003,White,10652,Black,15,0
2328,2021,Subaru,sedan,2009,Blue,5791,Brown,11,0
2329,2022,Honda,truck,2003,Blue,3342,Black,17,0
2330,2002,Honda,suv,2021,Red,9054,Black,15,0
2331,2016,Toyota,sedan,2019,White,8560,Black,7,1
2332,2019,Honda,sedan,2020,Red,3948,Brown,15,0
2333,2013,Honda,truck,2008,Red,3730,Brown,7,0
2334,2012,Honda,sedan,2015,Blue,13531,Brown,8,0
2335,2006,Subaru,suv,2020,Blue,9169,Black,5,1
2336,2000,Honda,sedan,2014,White,4208,Black,19,0
2337,2007,Honda,suv,2002,White,18305,Brown,7,0
2338,2020,Subaru,sedan,2017,Red,15242,Brown,2,1
2339,2014,Honda,suv,2021,Red,6548,Brown,7,0
2340,2002,Subaru,sedan,2009,Red,6733,Black,5,0
2341,2004,Honda,sedan,2017,White,2397,Black,10,0
2342,2016,Toyota,truck,2023,White,12384,Black,8,0
2343,2002,Toyota,truck,2000,White,9811,Brown,7,0
2344,2011,Subaru,sedan,2019,Blue,8489,Black,3,1
2345,2010,Subaru,sedan,2001,Blue,7800,Brown,19,0
2346,2017,Toyota,suv,2022,White,9116,Black,4,0
2347,2011,Toyota,truck,2012,Blue,13767,Brown,6,0
2348,2004,Honda,sedan,2017,Blue,9326,Brown,6,1
2349,2019,Honda,sedan,2018,White,18694,Brown,17,0
2350,2004,Subaru,suv,2020,White,23924,Brown,5,0
2351,2014,Honda,suv,2001,Blue,4387,Brown,15,0
2352,2007,Honda,truck,2007,Red,21292,Black,6,1
2353,2017,Toyota,truck,2020,Red,3845,Black,4,1
2354,2012,Toyota,suv,2018,Blue,17170,Black,1,1
2355,2019,Honda,truck,2016,Blue,14373,Black,8,0
2356,2002,Subaru,truck,2020,Red,14454,Brown,11,0
2357,2015,Toyota,sedan,2014,Red,22081,Black,11,0
2358,2018,Toyota,truck,2015,White,14262,Brown,19,0
2359,2014,Subaru,truck,2007,Blue,5834,Brown,12,0
2360,2018,Honda,truck,2001,Red,23764,Brown,15,1
2361,2017,Toyota,suv,2014,White,23971,Black,9,1
2362,2012,Subaru,sedan,2010,Red,18041,Brown,12,0
2363,2013,Honda,truck,2007,Red,18813,Black,12,1
2364,2022,Subaru,truck,2008,Blue,3888,Black,5,0
2365,2007,Toyota,truck,2020,White,15492,Black,4,0
2366,2008,Subaru,suv,2011,White,10351,Brown,5,1
2367,2022,Subaru,truck,2008,Blue,17934,Brown,8,0
2368,2017,Toyota,truck,2010,Red,24431,Brown,10,0
2369,2020,Subaru,sedan,2013,Red,4143,Black,4,0
2370,2023,Honda,suv,2016,Red,4038,Brown,13,0
2371,2014,Subaru,sedan,2023,Blue,3477,Black,9,0
2372,2001,Subaru,suv,2018,Red,13796,Black,12,0
2373,2002,Toyota,sedan,2019,Blue,5159,Brown,3,0
2374,2005,Honda,suv,2009,Red,8055,Black,16,0
2375,2014,Honda,suv,2008,Red,24806,Brown,2,0
2376,2021,Toyota,suv,2017,Red,17842,Brown,8,0
2377,2004,Honda,sedan,2009,Blue,11189,Brown,11,0
2378,2001,Toyota,sedan,2000,Red,6512,Black,9,0
2379,2004,Honda,suv,2008,White,2602,Black,6,0
2380,2002,Toyota,suv,2002,White,12966,Brown,3,0
2381,2002,Honda,truck,2020,Red,16094,Black,5,0
2382,2017,Subaru,sedan,2001,White,18392,Brown,12,1
2383,2014,Toyota,truck,2014,Blue,4235,Brown,11,0
2384,2000,Toyota,sedan,2019,Red,15051,Black,3,0
2385,2008,Subaru,truck,2010,Blue,24056,Black,3,0
2386,2012,Toyota,truck,2019,Red,24983,Black,15,0
2387,2001,Toyota,truck,2014,Red,9161,Brown,4,0
2388,2010,Toyota,suv,2014,Red,2627,Brown,4,1
2389,2014,Subaru,sedan,2003,Red,2850,Brown,14,0
2390,2007,Toyota,suv,2019,White,14094,Black,19,0
2391,2013,Honda,suv,2013,White,14777,Brown,4,0
2392,2016,Honda,truck,2018,Blue,10558,Black,2,1
2393,2011,Subaru,truck,2023,White,6221,Brown,14,0
2394,2009,Toyota,suv,2011,White,15100,Brown,6,1
2395,2022,Honda,sedan,2017,Red,7871,Black,20,0
2396,2021,Toyota,sedan,2020,Blue,23661,Brown,10,1
2397,2001,Honda,truck,2005,White,11828,Black,11,1
2398,2004,Toyota,truck,2000,White,17789,Brown,18,1
2399,2019,Subaru,sedan,2008,Blue,23165,Black,14,0
2400,2001,Honda,sedan,2002,White,2744,Brown,5,0
2401,2004,Toyota,suv,2019,Red,12974,Black,12,0
2402,2015,Honda,sedan,2018,White,19148,Black,17,0
2403,2008,Toyota,suv,2004,Red,8095,Brown,16,1
2404,2021,Toyota,suv,2005,White,7452,Black,3,0
2405,2011,Toyota,suv,2015,Blue,14376,Black,3,0
2406,2002,Honda,suv,2020,Blue,16180,Black,9,1
2407,2001,Subaru,truck,2013,Red,17583,Brown,9,0
2408,2021,Subaru,sedan,2017,Blue,10034,Black,8,1
2409,2015,Toyota,sedan,2004,White,23266,Black,14,0
2410,2003,Subaru,sedan,2011,Blue,19470,Black,20,0
2411,2011,Subaru,truck,2000,Red,22933,Brown,20,1
2412,2019,Honda,truck,2020,Red,21931,Black,20,0
2413,2009,Subaru,sedan,2021,White,23968,Brown,3,0
2414,2003,Honda,suv,2008,Red,6032,Brown,10,1
2415,2018,Honda,sedan,2010,Red,3819,Brown,12,0
2416,2022,Toyota,truck,2017,White,24766,Black,19,0
2417,2005,Honda,sedan,2006,White,13379,Black,6,1
2418,2012,Honda,suv,2016,Red,3756,Black,10,0
2419,2023,Toyota,suv,2005,White,16178,Brown,18,0
2420,2013,Honda,suv,2010,Blue,21237,Black,5,1
2421,2020,Subaru,truck,2008,White,9328,Black,18,0
2422,2020,Honda,sedan,2008,White,1454,Brown,7,0
2423,2002,Honda,truck,2005,Red,13598,Brown,20,0
2424,2013,Toyota,sedan,2012,Blue,20298,Brown,19,0
2425,2018,Toyota,truck,2022,White,3057,Black,13,0
2426,2015,Toyota,suv,2014,White,24257,Black,19,0
2427,2004,Honda,truck,2003,Blue,18981,Brown,11,1
2428,2023,Toyota,suv,2013,White,1379,Brown,16,0
2429,2013,Subaru,suv,2017,Red,17199,Black,1,0
2430,2009,Toyota,sedan,2015,White,24906,Brown,2,0
2431,2014,Toyota,truck,2003,White,18545,Brown,6,0
2432,2016,Honda,suv,2000,White,19581,Black,8,1
2433,2009,Honda,truck,2000,White,18969,Black,3,1
2434,2023,Toyota,sedan,2000,Red,11052,Black,18,0
2435,2023,Subaru,suv,2007,Blue,2731,Black,17,0
2436,2010,Honda,truck,2015,Blue,10810,Black,14,0
2437,2004,Honda,truck,2010,Red,24871,Black,6,1
2438,2004,Subaru,suv,2014,Blue,11391,Black,12,0
2439,2006,Toyota,sedan,2007,Blue,10206,Black,16,0
2440,2020,Honda,suv,2006,Blue,15459,Brown,10,0
2441,2019,Toyota,truck,2016,Blue,20256,Black,10,0
2442,2011,Honda,suv,2007,Blue,12792,Black,15,0
2443,2002,Subaru,suv,2018,White,14599,Brown,15,0
2444,2014,Honda,suv,2013,Red,2615,Brown,6,0
2445,2003,Subaru,sedan,2007,Red,2600,Black,7,0
2446,2011,Subaru,suv,2015,Red,6424,Brown,11,0
2447,2017,Subaru,truck,2009,Red,20720,Brown,6,0
2448,2002,Subaru,sedan,2006,White,18750,Brown,6,0
2449,2007,Honda,truck,2007,Blue,10867,Brown,19,0
2450,2009,Toyota,suv,2021,White,1052,Black,19,0
2451,2001,Toyota,sedan,2009,Blue,8308,Black,3,1
2452,2009,Toyota,sedan,2010,Red,16812,Black,18,0
2453,2019,Subaru,truck,2016,White,13431,Black,18,0
2454,2016,Subaru,suv,2007,Red,20818,Brown,14,0
2455,2006,Toyota,truck,2014,Red,23869,Brown,2,0
2456,2016,Honda,suv,2021,Red,7262,Brown,18,0
2457,2008,Honda,suv,2010,White,11479,Brown,10,0
2458,2019,Toyota,suv,2011,Blue,21406,Black,5,1
2459,2020,Honda,sedan,2012,Red,21514,Brown,18,0
2460,2007,Toyota,suv,2002,Red,1305,Black,5,0
2461,2018,Honda,suv,2015,Red,10442,Black,14,0
2462,2009,Subaru,suv,2013,Blue,8994,Brown,12,0
2463,2000,Toyota,sedan,2011,Blue,1735,Black,10,0
2464,2007,Subaru,suv,2007,Red,24515,Brown,20,0
2465,2018,Subaru,truck,2004,White,13308,Black,19,0
2466,2023,Subaru,truck,2003,Red,18809,Black,7,1
2467,2016,Toyota,truck,2022,Red,22579,Black,17,0
2468,2010,Honda,truck,2010,White,14756,Brown,7,0
2469,2005,Toyota,sedan,2023,White,4812,Brown,8,0
2470,2008,Toyota,truck,2007,Red,10042,Black,2,1
2471,2006,Honda,suv,2023,Blue,8937,Black,4,1
2472,2004,Subaru,suv,2016,White,5440,Brown,20,0
2473,2022,Toyota,sedan,2019,Blue,17160,Black,2,1
2474,2021,Toyota,truck,2002,White,1675,Black,1,0
2475,2006,Subaru,suv,2013,Blue,16894,Black,6,1
2476,2012,Toyota,truck,2003,Blue,5845,Brown,15,0
2477,2001,Subaru,truck,2007,White,24226,Black,16,0
2478,2019,Subaru,suv,2020,White,18180,Black,1,1
2479,2012,Honda,sedan,2000,Red,22045,Black,2,0
2480,2000,Toyota,suv,2020,Blue,13592,Black,4,0
2481,2003,Subaru,sedan,2023,Red,2165,Black,18,0
2482,2023,Toyota,truck,2017,Red,2360,Black,10,0
2483,2013,Honda,suv,2002,White,16513,Black,18,0
2484,2016,Toyota,suv,2023,Blue,17366,Brown,4,1
2485,2014,Subaru,suv,2020,Blue,13062,Brown,18,0
2486,2000,Subaru,suv,2003,Blue,12622,Black,9,0
2487,2016,Honda,sedan,2012,Red,18502,Brown,1,0
2488,2021,Subaru,sedan,2021,White,17830,Black,17,0
2489,2021,Honda,sedan,2021,Red,5882,Black,7,1
2490,2018,Toyota,truck,2020,Red,17150,Brown,10,1
2491,2005,Toyota,suv,2009,White,24014,Black,14,0
2492,2005,Subaru,truck,2022,White,11604,Brown,12,0
2493,2004,Toyota,truck,2023,Red,15579,Brown,6,0
2494,2014,Toyota,sedan,2015,Red,14378,Brown,4,0
2495,2022,Subaru,sedan,2004,Blue,23852,Brown,9,1
2496,2006,Honda,truck,2013,White,20706,Black,14,1
2497,2021,Subaru,sedan,2018,Blue,23894,Black,3,1
2498,2006,Subaru,suv,2010,White,6497,Brown,3,0
2499,2011,Subaru,truck,2013,Blue,3165,Brown,15,0
2500,2015,Subaru,truck,2018,Red,18489,Black,17,0
2501,2008,Toyota,truck,2013,White,12528,Black,15,1
2502,2017,Honda,truck,2011,Red,20395,Black,4,0
2503,2000,Toyota,sedan,2018,Blue,18427,Brown,9,1
2504,2021,Toyota,sedan,2023,Blue,7137,Black,6,0
2505,2023,Honda,sedan,2000,Red,16015,Black,7,0
2506,2006,Subaru,truck,2022,Red,20949,Black,16,0
2507,2023,Honda,truck,2022,Blue,8919,Black,15,0
2508,2007,Honda,sedan,2006,Red,7349,Brown,20,0
2509,2002,Subaru,suv,2005,Blue,16144,Brown,5,1
2510,2015,Subaru,truck,2009,White,10749,Brown,18,0
2511,2008,Toyota,sedan,2020,Blue,18524,Brown,11,0
2512,2012,Honda,suv,2015,White,18626,Brown,3,0
2513,2010,Honda,truck,2018,White,10864,Black,2,0
2514,2010,Honda,truck,2013,White,10411,Brown,4,0
2515,2015,Toyota,truck,2014,Blue,13625,Black,8,0
2516,2015,Subaru,suv,2015,Red,15071,Brown,19,0
2517,2016,Toyota,suv,2012,White,23730,Black,12,0
2518,2004,Honda,sedan,2000,White,4928,Black,18,0
2519,2002,Honda,truck,2020,Red,16415,Brown,3,1
2520,2016,Subaru,truck,2008,White,20890,Brown,3,0
2521,2003,Honda,suv,2006,White,12331,Black,5,0
2522,2019,Honda,sedan,2020,Blue,9051,Brown,2,0
2523,2004,Toyota,suv,2011,Blue,17216,Black,2,1
2524,2021,Toyota,sedan,2023,White,19382,Brown,5,0
2525,2009,Toyota,sedan,2016,White,6411,Black,5,0
2526,2019,Honda,suv,2007,Red,5509,Brown,18,0
2527,2020,Honda,suv,2011,White,22330,Black,7,0
2528,2003,Honda,truck,2015,Blue,20147,Black,13,0
2529,2005,Subaru,sedan,2011,White,24962,Black,16,0
2530,2012,Subaru,truck,2003,Blue,18719,Brown,14,1
2531,2013,Honda,suv,2016,White,24254,Brown,2,0
2532,2004,Toyota,sedan,2002,Red,7080,Black,12,0
2533,2021,Toyota,suv,2015,Blue,4315,Black,4,0
2534,2004,Toyota,sedan,2022,Blue,15666,Black,1,1
2535,2022,Honda,suv,2005,Blue,23132,Brown,18,0
2536,2000,Toyota,sedan,2003,Blue,2147,Black,8,0
2537,2017,Toyota,suv,2004,White,6597,Black,15,0
2538,2021,Honda,truck,2019,Blue,14482,Black,11,0
2539,2018,Honda,suv,2001,Blue,12370,Black,1,1
2540,2013,Honda,sedan,2014,Blue,5675,Brown,16,0
2541,2022,Honda,sedan,2002,Red,13531,Black,8,1
2542,2021,Subaru,sedan,2014,White,11052,Black,13,0
2543,2007,Toyota,suv,2018,Red,23374,Black,9,0
2544,2001,Subaru,sedan,2001,Red,24946,Brown,13,0
2545,2004,Subaru,suv,2002,Red,14643,Black,10,0
2546,2010,Subaru,sedan,2012,Red,9479,Brown,20,0
2547,2000,Subaru,suv,2009,Blue,23086,Black,17,0
2548,2006,Toyota,sedan,2017,Red,20519,Brown,4,0
2549,2019,Toyota,truck,2023,Blue,19874,Black,12,1
2550,2011,Toyota,suv,2013,White,9940,Black,18,0
2551,2022,Subaru,truck,2023,Red,12134,Black,16,0
2552,2002,Toyota,sedan,2007,White,13845,Brown,3,1
2553,2000,Toyota,sedan,2008,Blue,11256,Brown,10,1
2554,2018,Subaru,sedan,2014,Red,10244,Brown,11,0
2555,2017,Toyota,suv,2011,White,8261,Black,4,0
2556,2014,Honda,truck,2021,Red,10733,Brown,14,0
2557,2010,Subaru,truck,2008,Blue,8544,Brown,3,1
2558,2016,Toyota,sedan,2016,Blue,9821,Black,5,0
2559,2010,Toyota,suv,2017,Blue,15939,Brown,9,1
2560,2017,Toyota,truck,2000,Blue,14219,Brown,16,0
2561,2022,Honda,suv,2016,Blue,6526,Brown,4,0
2562,2000,Toyota,sedan,2000,Blue,13260,Brown,18,0
2563,2020,Subaru,suv,2006,White,8590,Black,7,0
2564,2019,Honda,truck,2022,White,9691,Black,19,0
2565,2000,Honda,sedan,2010,Red,6270,Black,18,0
2566,2006,Toyota,truck,2013,Red,21610,Black,13,1
2567,2001,Toyota,suv,2017,Red,2654,Black,2,1
2568,2003,Toyota,suv,2002,White,10794,Black,16,0
2569,2001,Toyota,suv,2006,White,3846,Brown,6,0
2570,2020,Honda,suv,2008,Red,6393,Black,19,0
2571,2011,Subaru,truck,2002,Red,2882,Brown,4,0
2572,2020,Toyota,suv,2008,White,6409,Black,16,0
2573,2016,Subaru,sedan,2001,Red,10406,Brown,20,1
2574,2021,Honda,sedan,2017,Blue,13471,Brown,16,0
2575,2018,Honda,truck,2012,Red,17356,Black,4,0
2576,2008,Subaru,sedan,2005,Red,13470,Brown,20,0
2577,2013,Honda,suv,2002,Blue,4989,Brown,4,0
2578,2022,Honda,suv,2019,Blue,19860,Black,5,1
2579,2002,Subaru,suv,2005,Blue,22305,Black,16,0
2580,2021,Honda,suv,2022,White,3686,Brown,6,0
2581,2001,Subaru,suv,2005,Red,15217,Brown,18,0
2582,2006,Subaru,truck,2003,Blue,13380,Brown,15,0
2583,2023,Toyota,sedan,2003,White,18881,Black,11,0
2584,2021,Toyota,truck,2020,Red,24969,Brown,5,1
2585,2014,Toyota,sedan,2012,Blue,18654,Black,16,0
2586,2012,Subaru,suv,2006,Blue,15148,Black,12,0
2587,2014,Toyota,sedan,2001,Red,25000,Black,16,0
2588,2018,Honda,suv,2005,Blue,22977,Brown,10,1
2589,2003,Subaru,truck,2007,White,20524,Black,16,1
2590,2010,Toyota,truck,2010,Blue,18488,Brown,15,1
2591,2003,Subaru,truck,2023,Red,2001,Brown,11,0
2592,2017,Toyota,truck,2012,White,9865,Brown,17,0
2593,2014,Subaru,suv,2021,Red,10020,Black,12,0
2594,2011,Honda,truck,2017,Red,3196,Brown,11,0
2595,2007,Toyota,truck,2013,Blue,18228,Brown,7,0
2596,2020,Toyota,sedan,2006,Red,23112,Brown,10,0
2597,2009,Honda,sedan,2022,Red,12562,Black,13,0
2598,2004,Honda,truck,2018,White,24481,Black,9,1
2599,2002,Toyota,sedan,2000,Blue,23899,Brown,5,1
2600,2017,Subaru,sedan,2018,White,18699,Brown,3,0
2601,2002,Subaru,suv,2019,Red,18628,Brown,10,0
2602,2023,Subaru,sedan,2009,Red,5980,Black,19,0
2603,2008,Subaru,truck,2004,Blue,4563,Brown,5,0
2604,2012,Toyota,suv,2001,Red,20914,Brown,16,0
2605,2015,Honda,suv,2006,White,3954,Brown,18,0
2606,2021,Subaru,suv,2017,White,6641,Brown,19,0
2607,2014,Honda,truck,2013,Red,20779,Black,15,1
2608,2022,Toyota,sedan,2022,Blue,9002,Brown,12,0
2609,2022,Honda,suv,2013,White,20798,Black,13,0
2610,2002,Subaru,suv,2008,Blue,5806,Brown,9,0
2611,2015,Honda,suv,2021,Blue,24780,Black,2,1
2612,2023,Subaru,suv,2007,Red,13361,Brown,13,0
2613,2008,Subaru,sedan,2009,Red,8140,Black,15,0
2614,2004,Toyota,suv,2008,White,6166,Black,12,0
2615,2001,Subaru,sedan,2009,White,15958,Black,5,0
2616,2005,Honda,suv,2014,Red,19500,Brown,5,0
2617,2009,Subaru,truck,2002,Blue,7226,Brown,14,1
2618,2020,Toyota,suv,2007,White,21506,Black,7,1
2619,2009,Toyota,truck,2008,White,14433,Black,1,0
2620,2015,Toyota,sedan,2019,Red,16422,Brown,8,0
2621,2016,Toyota,suv,2001,Blue,24265,Black,6,1
2622,2012,Toyota,sedan,2016,White,2453,Black,11,0
2623,2020,Subaru,sedan,2001,Blue,6409,Black,4,0
2624,2008,Subaru,suv,2003,Blue,22474,Brown,17,0
2625,2008,Honda,sedan,2012,Red,15536,Brown,13,0
2626,2016,Toyota,suv,2002,Blue,3137,Brown,6,1
2627,2004,Honda,suv,2021,Blue,19529,Black,17,0
2628,2023,Honda,suv,2020,Blue,4747,Brown,13,0
2629,2015,Honda,suv,2007,White,4296,Brown,14,0
2630,2003,Toyota,sedan,2002,Blue,20674,Black,12,0
2631,2012,Toyota,suv,2013,Red,3231,Brown,19,0
2632,2019,Honda,suv,2001,Red,7102,Black,13,0
2633,2013,Toyota,truck,2021,Red,12334,Brown,4,1
2634,2017,Subaru,truck,2016,Blue,9451,Black,9,0
2635,2006,Subaru,sedan,2011,White,5468,Brown,18,0
2636,2002,Honda,truck,2006,Red,2318,Brown,14,0
2637,2020,Toyota,suv,2012,Red,14461,Brown,11,0
2638,2020,Honda,suv,2007,Blue,15743,Brown,1,1
2639,2003,Honda,suv,2021,White,17382,Black,11,0
2640,2017,Honda,sedan,2012,Red,5737,Black,13,0
2641,2012,Honda,suv,2016,White,17623,Brown,12,0
2642,2010,Subaru,truck,2014,Red,5910,Brown,10,0
2643,2004,Subaru,suv,2022,Red,5774,Black,16,0
2644,2003,Toyota,suv,2022,Blue,11833,Black,8,1
2645,2006,Honda,sedan,2007,White,8416,Black,19,0
2646,2020,Subaru,suv,2013,White,10042,Brown,18,0
2647,2011,Honda,suv,2009,Red,7456,Black,10,0
2648,2007,Honda,truck,2000,Blue,22250,Black,4,1
2649,2004,Subaru,suv,2005,Blue,15144,Black,20,0
2650,2015,Honda,truck,2007,White,16130,Black,9,0
2651,2021,Honda,sedan,2009,Red,15012,Black,18,0
2652,2014,Honda,suv,2001,Blue,12181,Brown,4,0
2653,2017,Subaru,sedan,2018,Blue,16594,Black,19,0
2654,2010,Honda,suv,2000,Blue,2298,Brown,5,0
2655,2005,Toyota,suv,2018,Blue,13489,Brown,16,1
2656,2007,Toyota,truck,2021,Red,22220,Black,13,0
2657,2015,Toyota,truck,2010,White,3942,Black,5,0
2658,2003,Toyota,truck,2012,White,19618,Black,7,1
2659,2008,Toyota,sedan,2019,White,8560,Brown,4,0
2660,2008,Subaru,sedan,2004,Red,22744,Brown,20,0
2661,2021,Subaru,suv,2014,White,18193,Black,12,0
2662,2008,Subaru,suv,2020,White,6146,Brown,17,0
2663,2015,Toyota,suv,2010,White,8720,Brown,20,0
2664,2023,Honda,truck,2006,Blue,20575,Black,8,1
2665,2000,Toyota,sedan,2004,Blue,12971,Black,13,0
2666,2023,Toyota,truck,2013,Red,5234,Brown,11,0
2667,2000,Subaru,suv,2007,Blue,17444,Brown,4,1
2668,2004,Subaru,suv,2005,White,22596,Brown,9,0
2669,2005,Toyota,sedan,2007,Blue,1417,Black,15,0
2670,2017,Subaru,sedan,2009,Red,2764,Black,6,1
2671,2003,Toyota,truck,2016,White,8921,Black,15,0
2672,2004,Subaru,suv,2023,Blue,9722,Black,8,1
2673,2000,Subaru,sedan,2017,White,7521,Black,2,1
2674,2016,Toyota,suv,2004,White,7139,Black,19,0
2675,2012,Honda,suv,2012,Red,22240,Brown,19,0
2676,2017,Honda,sedan,2006,Blue,16731,Black,10,0
2677,2018,Toyota,sedan,2017,White,22286,Brown,20,0
2678,2000,Honda,sedan,2014,Red,9585,Brown,1,1
2679,2002,Subaru,truck,2008,Red,3125,Black,14,0
2680,2010,Subaru,suv,2023,Red,24172,Brown,7,0
2681,2012,Subaru,suv,2019,Red,23292,Brown,13,0
2682,2001,Honda,sedan,2015,White,12729,Black,11,0
2683,2021,Toyota,sedan,2006,Blue,20639,Brown,13,1
2684,2003,Subaru,sedan,2018,Blue,20434,Black,3,1
2685,2023,Toyota,suv,2016,Red,1191,Brown,16,0
2686,2001,Honda,truck,2019,Blue,17549,Brown,16,1
2687,2009,Toyota,sedan,2012,Blue,8320,Brown,9,1
2688,2011,Honda,truck,2003,Blue,12202,Brown,15,0
2689,2020,Subaru,suv,2006,Blue,15511,Black,10,0
2690,2007,Toyota,truck,2022,White,2966,Black,7,0
2691,2019,Subaru,truck,2010,Blue,9098,Brown,4,0
2692,2013,Subaru,truck,2013,White,13449,Brown,12,0
2693,2003,Subaru,suv,2004,Blue,22517,Black,3,1
2694,2023,Honda,sedan,2011,Red,17603,Black,4,0
2695,2012,Toyota,suv,2023,White,9368,Black,16,0
2696,2006,Subaru,truck,2015,White,6467,Black,2,1
2697,2021,Subaru,truck,2017,Blue,15021,Black,7,1
2698,2002,Honda,sedan,2022,Blue,1472,Brown,8,0
2699,2021,Honda,sedan,2015,White,18082,Brown,20,0
2700,2010,Toyota,sedan,2004,White,1804,Brown,9,0
2701,2014,Toyota,truck,2002,White,23386,Brown,12,1
2702,2009,Toyota,suv,2013,Red,24218,Black,12,0
2703,2005,Honda,truck,2010,Blue,11349,Black,12,0
2704,2021,Honda,sedan,2019,Blue,6091,Black,9,1
2705,2008,Toyota,suv,2001,Red,7967,Black,7,0
2706,2001,Honda,suv,2008,Red,15817,Brown,3,0
2707,2003,Honda,sedan,2008,White,16580,Brown,4,1
2708,2004,Honda,suv,2003,Blue,22344,Black,10,1
2709,2002,Subaru,sedan,2020,Red,12356,Brown,17,0
2710,2006,Toyota,truck,2000,Red,17827,Brown,8,1
2711,2017,Toyota,truck,2018,Blue,15137,Brown,17,0
2712,2003,Subaru,truck,2022,Blue,10298,Brown,17,0
2713,2019,Subaru,suv,2023,Red,22364,Black,5,1
2714,2003,Honda,suv,2002,Red,22589,Brown,13,0
2715,2023,Honda,truck,2020,White,13838,Brown,13,0
2716,2013,Subaru,suv,2013,Red,6589,Brown,20,0
2717,2015,Subaru,sedan,2014,Red,11131,Brown,20,0
2718,2001,Honda,sedan,2006,White,13239,Brown,13,0
2719,2001,Toyota,truck,2008,White,1740,Brown,6,1
2720,2014,Honda,suv,2021,White,10044,Black,16,0
2721,2000,Toyota,truck,2001,White,6598,Brown,3,1
2722,2002,Subaru,suv,2003,Blue,13616,Black,16,0
2723,2007,Honda,sedan,2021,Red,18888,Brown,18,0
2724,2023,Subaru,truck,2005,White,4929,Black,2,0
2725,2017,Toyota,sedan,2002,Red,18856,Black,5,0
2726,2012,Toyota,sedan,2011,Blue,6376,Brown,15,0
2727,2013,Subaru,sedan,2017,Red,5647,Brown,11,0
2728,2015,Honda,suv,2005,White,5979,Brown,11,0
2729,2014,Toyota,truck,2011,Red,24152,Brown,18,1
2730,2022,Toyota,truck,2012,Red,17048,Black,18,0
2731,2010,Toyota,suv,2023,Red,18510,Black,1,0
2732,2016,Toyota,suv,2021,Blue,4112,Brown,6,1
2733,2006,Subaru,suv,2015,White,11345,Black,3,0
2734,2016,Honda,suv,2000,White,9280,Brown,14,0
2735,2018,Subaru,suv,2011,Red,19013,Brown,19,0
2736,2016,Honda,truck,2023,White,5871,Brown,16,0
2737,2019,Toyota,suv,2012,Red,15302,Brown,2,1
2738,2003,Toyota,suv,2006,Blue,17901,Black,18,0
2739,2004,Honda,suv,2012,White,16887,Brown,2,0
2740,2006,Honda,suv,2009,White,23354,Black,17,0
2741,2004,Subaru,suv,2022,Red,12228,Black,10,0
2742,2008,Honda,truck,2006,White,17310,Brown,17,0
2743,2020,Honda,truck,2021,White,7832,Brown,9,0
2744,2016,Honda,suv,2022,White,10931,Black,18,0
2745,2019,Honda,sedan,2020,Red,22061,Brown,10,0
2746,2007,Honda,sedan,2018,Blue,24306,Brown,16,0
2747,2007,Subaru,suv,2017,White,10151,Black,4,0
2748,2004,Honda,truck,2018,Red,9728,Brown,16,0
2749,2013,Toyota,truck,2004,White,14459,Brown,9,1
2750,2018,Subaru,truck,2000,Red,18390,Black,15,1
2751,2001,Toyota,sedan,2018,Red,5873,Black,7,0
2752,2021,Honda,suv,2009,Blue,11001,Brown,19,0
2753,2017,Toyota,truck,2004,Blue,20868,Black,7,1
2754,2004,Subaru,truck,2012,Blue,10613,Black,5,1
2755,2005,Honda,sedan,2023,Blue,20641,Black,3,1
2756,2014,Honda,sedan,2021,Blue,16123,Black,5,1
2757,2002,Toyota,suv,2003,White,5670,Black,1,0
2758,2018,Toyota,truck,2007,White,10625,Black,16,1
2759,2004,Toyota,sedan,2003,Blue,4943,Black,4,0
2760,2015,Toyota,truck,2008,Red,21392,Brown,13,1
2761,2017,Toyota,truck,2003,Blue,23907,Black,19,0
2762,2012,Honda,truck,2002,White,9613,Brown,9,0
2763,2001,Toyota,sedan,2016,Blue,1017,Black,11,0
2764,2002,Honda,sedan,2018,Red,23303,Black,10,1
2765,2004,Toyota,suv,2014,White,19171,Brown,18,0
2766,2004,Toyota,suv,2001,White,23580,Black,20,0
2767,2012,Honda,suv,2019,White,19874,Black,15,0
2768,2010,Honda,sedan,2004,White,9979,Brown,18,0
2769,2013,Honda,truck,2012,Red,9273,Black,12,0
2770,2022,Toyota,sedan,2003,Blue,22520,Brown,14,0
2771,2022,Toyota,truck,2021,Blue,21607,Black,15,0
2772,2009,Toyota,sedan,2019,White,21294,Brown,18,0
